"","name"
"815","N1-Methyl-4-pyridone-3-carboxamide"
"816","N2-Acetylornithine"
"817","N2-gamma-Glutamylglutamine"
"818","N6,N6,N6-Trimethyl-L-lysine"
"819","N8-Acetylspermidine"
"820","NADH"
"821","NADP"
"822","NP-016516"
"823","NP-021018"
"824","Nelarabine"
"825","Neuraminic acid"
"826","Niacinamide"
"827","Nicotinamide"
"828","Nicotinamide ribotide"
"829","Nitrosoheptamethyleneimine"
"830","Norketamine"
"831","O-Phosphoethanolamine"
"832","Octadeca-2,4,6,8-tetraenoic acid"
"833","Octadecanamide"
"834","Octanal"
"835","Octanoylglucuronide"
"836","Oleamide"
"837","Ophthalmic acid"
"838","Ornithine"
"839","Orotidylic acid"
"840","PC(14:0/16:0)"
"841","PC(16:0/15:0)"
"842","PC(16:0/16:0)"
"843","PC(16:0/16:1(9Z))"
"844","PC(16:0/18:4(6Z,9Z,12Z,15Z))"
"845","PC(18:0/16:0)"
"846","PC(18:0/18:2(9Z,12Z))"
"847","PC(18:0/18:3(9Z,12Z,15Z))"
"848","PC(18:1(9Z)/15:0)"
"849","PC(18:1(9Z)/16:0)"
"850","PC(18:1(9Z)/18:3(6Z,9Z,12Z))"
"851","PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
"852","PC(18:2(9Z,12Z)/14:0)"
"853","PC(18:2(9Z,12Z)/16:0)"
"854","PC(18:2(9Z,12Z)/16:1(9Z))"
"855","PC(18:2(9Z,12Z)/17:0)"
"856","PC(18:2(9Z,12Z)/18:1(11Z))"
"857","PC(18:2(9Z,12Z)/20:2(11Z,14Z))"
"858","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
"859","PC(18:3(9Z,12Z,15Z)/19:1(9Z))"
"860","PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))"
"861","PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)"
"862","PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))"
"863","PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)"
"864","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))"
"865","PE(16:0/18:1(9Z))"
"866","PE(16:0/18:2(9Z,12Z))"
"867","PE(16:0/20:0)"
"868","PE(16:0/20:4(5Z,8Z,11Z,14Z))"
"869","PE(16:1(9Z)/16:1(9Z))"
"870","PE(16:1(9Z)/22:0)"
"871","PE(18:0/18:2(9Z,12Z))"
"872","PE(18:0/18:3(9Z,12Z,15Z))"
"873","PE(18:0/20:4(8Z,11Z,14Z,17Z))"
"874","PE(18:0/22:1(13Z))"
"875","PE(18:1(11Z)/P-18:1(11Z))"
"876","PE(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
"877","PE(18:2(9Z,12Z)/24:1(15Z))"
"878","PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))"
"879","PE(20:0/22:5(7Z,10Z,13Z,16Z,19Z))"
"880","PE(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))"
"881","PE(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))"
"882","PE(20:3(8Z,11Z,14Z)/18:0)"
"883","PE(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
"884","PE(20:4(5Z,8Z,11Z,14Z)/24:0)"
"885","PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))"
"886","PE(20:4(6E,8Z,11Z,14Z)+=O(5)/P-18:1(9Z))"
"887","PE(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
"888","PE(20:4(8Z,11Z,14Z,17Z)/22:0)"
"889","PE(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
"890","PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
"891","PE(22:1(13Z)/18:1(9Z))"
"892","PE(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
"893","PE(22:2(13Z,16Z)/18:1(11Z))"
"894","PE(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
"895","PE(22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
"896","PE(22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z))"
"897","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))"
"898","PE(P-18:0/22:4(7Z,10Z,13Z,16Z))"
"899","PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
"900","PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
"901","PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
"902","PG(16:0/16:1(9Z))"
"903","PG(18:0/16:0)"
"904","PG(18:0/20:4(5Z,8Z,11Z,14Z))"
"905","PG(18:1(9Z)/18:1(9Z))"
"906","PG(18:2(9Z,12Z)/18:2(9Z,12Z))"
"907","PI(16:0/18:2(9Z,12Z))"
"908","PI(18:0/20:4(8Z,11Z,14Z,17Z))"
"909","PI(18:1(9Z)/18:3(6Z,9Z,12Z))"
"910","PI(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))"
"911","PS(14:0/14:1(9Z))"
"912","PS(16:0/16:1(9Z))"
"913","PS(16:1(9Z)/14:0)"
"914","PS(18:0/20:3(8Z,11Z,14Z))"
"915","PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))"
"916","PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
"917","PS(18:1(9Z)/18:0)"
"918","PS(20:0/22:5(7Z,10Z,13Z,16Z,19Z))"
"919","Palmitic amide"
"920","Palmitoylcarnitine"
"921","Paraxanthine"
"922","Pemoline"
"923","Pentadecadienoic acid"
"924","Phenylglyoxylic acid"
"925","Phenyllactic acid"
"926","Phosphocreatine"
"927","Phosphocreatinine"
"928","Phosphorylcholine"
"929","Phylloquinone"
"930","Piperenol A"
"931","Pirimicarb"
"932","Porphobilinogen"
"933","Proline betaine"
"934","Propionylcarnitine"
"935","Protoporphyrin IX"
"936","Purine"
"937","Pyridoxal"
"938","Pyridoxamine"
"939","Pyrimidine"
"940","Pyroglutamic acid"
"941","Quinoline"
"942","Quinone"
"943","Retinal"
"944","Rhamnose"
"945","Riboflavin"
"946","S-3-oxodecanoyl cysteamine"
"947","S-Adenosylmethionine"
"948","S-Carboxymethyl-L-cysteine"
"949","S-adenosyl-L-methioninamine"
"950","SM(d16:1/24:1(15Z))"
"951","SM(d18:0/20:2(11Z,14Z))"
"952","SM(d18:1/14:0)"
"953","SM(d18:1/16:1(9Z))"
"954","SM(d18:1/18:0)"
"955","SM(d18:1/18:1(9Z))"
"956","SM(d18:1/20:0)"
"957","SM(d18:1/20:1(11Z))"
"958","SM(d18:1/22:0)"
"959","SM(d18:1/22:2(13Z,16Z))"
"960","SM(d18:1/23:0)"
"961","SM(d18:1/24:1(15Z))"
"962","Saccharopine"
"963","Secoisolariciresinol"
"964","Solasodine"
"965","Spermidine"
"966","Sphinganine"
"967","Sphingosine"
"968","Sphingosine 1-phosphate"
"969","Squalene"
"970","Stearoylcarnitine"
"971","Succinic acid semialdehyde"
"972","Sulfamethazine"
"973","TG(14:0/14:0/14:0)"
"974","Tangeritin"
"975","Taurochenodeoxycholate-3-sulfate"
"976","Terbutaline"
"977","Tetracaine"
"978","Tetradecanedioic acid"
"979","Tetrahydrocortisol"
"980","Tetrahydrodeoxycorticosterone"
"981","Thiamine pyrophosphate"
"982","Tiglylcarnitine"
"983","Traumatic acid"
"984","Trehalose 6-phosphate"
"985","Trichocarposide"
"986","Tricyclazole"
"987","Triethanolamine"
"988","Trihydroxycoprostanoic acid"
"989","Triisopropanolamine"
"990","Trimethylamine N-oxide"
"991","Trimethylaminoacetone"
"992","Trimethylpyrazine"
"993","Triphenylphosphine oxide"
"994","Tryptophol"
"995","Tyrosol 4-sulfate"
"996","Urocanic acid"
"997","Valerylcarnitine"
"998","Valpromide"
"999","Valylproline"
"1000","Valylvaline"
"1001","Vanylglycol"
"1002","Wedelolactone"
"1003","Ximenic acid"
"1004","Yuccaol C"
"1005","beta-Damascenone"
"1006","c20:7"
"1007","c21:6"
"1008","c23:2"
"1009","c24:3"
"1010","c26:6"
"1011","cetrimonium"
"1012","cis-4-Hydroxy-D-proline"
"1013","cis-5-Tetradecenoylcarnitine"
"1014","clonazolam"
"1015","dIMP"
"1016","dibutyl oxopropanedioate"
"1017","didecyldimethylammonium"
"1018","gamma-Glutamylphenylalanine"
"1019","glucosaminate"
"1020","glycodehydrocholate"
"1021","hexadecanedioic acid carnitine ester isomer"
"1022","hydroxyvalerylglycine"
"1023","indoline-2-carboxylic acid"
"1024","irganox 330"
"1025","laurolactam"
"1026","m-Coumaric acid"
"1027","o-Toluidine"
"1028","o-benzyl-l-serine"
"1029","o-nonanoyl-l-carnitine isomer"
"1030","oleoyl ethyl amide"
"1031","p-Coumaraldehyde"
"1032","p-Octopamine"
"1033","p-Synephrine"
"1034","pentalenic acid"
"1035","phosphonoacetaldehyde"
"1036","pyrazole"
"1037","sphingosine d20:1"
"1038","sphingosylphosphorylcholine"
"1039","trans-trans-Muconic acid"
"1040","tridecanoyl carnitine isomer"
"1041","α-Methylhistamine"
"1042","α-Phthalimidopropiophenone"
"1043","δ-Valerolactam"
"1044","Thiamine monophosphate"
"1045","Glucose"
"1046","Glucose 6-Phosphate"
"1047","Glycerol 3-phosphate"
"1048","Pyruvate"
"1049","Lactate"
"1050","Citrate"
"1051","Oxoglutarate"
"1052","Succinate"
"1053","Fumarate"
"1054","Malate"
"1055","Aspartic Acid"
"1056","Alanine"
"1057","Serine"
"1058","Glycine"
"1059","Proline"
"1060","Glutamine"
"1061","Glutamate"
"1062","Leucine"
"1063","Isoleucine"
"1064","Valine"
"1065","Phenylalanine"
"1066","Tryptophan"
"1067","Threonine"
"1068","Methionine"
"1069","Lysine"
"1070","Histidine"
"1071","Arginine"
"1072","Cystine"
"1073","Tyrosine"
"1074","Asparagine"
"1075","3-Hydroxybutyric Acid"
"1076","Palmitic Acid (16:0)"
"1077","Stearic Acid (C18:0)"
"1078","Oleic Acid (C18:1)"
"1079","Linoleic Acid (C18:2)"
"1080","Arachidonic Acid (C20:4)"
"1081","Pantothenic acid"
"1082","Sucrose"
"1083","Thiamine"
"1084","Dehydrolithocholic Acid"
"1085","Lithocholic Acid"
"1086","Chenodeoxycholic Acid"
"1087","Ursodeoxycholic Acid"
"1088","3-Oxocholic Acid"
"1089","Hyocholic Acid"
"1090","Cholic Acid"
"1091","Glycolithocholic Acid"
"1092","Glycochenodeoxycholic Acid"
"1093","Glycohyodeoxycholic Acid"
"1094","Glycoursodeoxycholic Acid"
"1095","Glycocholic Acid"
"1096","Taurolithocholic Acid"
"1097","Taurochenodeoxycholic Acid"
"1098","Tauroursodeoxycholic Acid"
"1099","Taurocholic Acid"
"1100","Taurohyocholic Acid"
"1101","Cholenic Acid"
